"ticker","company_name","asof_date","est_window_start","n_obs","spot_price","log_return_mean","log_return_std","vol_annual_realized","vol_annual_downside","vol_annual_20d","skewness","kurtosis","max_drawdown","return_annual","avg_daily_volume_20d","normality_n","normality_pvalue","normality_log10_pvalue","outlier_fraction","gbm_mu_annual","gbm_sigma_annual","gbm_mu_se","gbm_sigma_se","gbm_mu_ci95_low","gbm_mu_ci95_high","gbm_sigma_ci95_low","gbm_sigma_ci95_high","dividend_yield","carry_r_minus_q","lattice_u","lattice_d","lattice_p_real","lattice_p_rn","lattice_implied_sigma","sim_alpha_annual","sim_beta","sim_alpha_se","sim_beta_se","sim_alpha_ci95_low","sim_alpha_ci95_high","sim_beta_ci95_low","sim_beta_ci95_high","sim_r_squared","sim_resid_std","model_fit_notes","tags","snapshot_date"
"AMZN","Amazon","2026-02-13","2025-03-11",234,198.79,4.756e-05,0.02228213,0.353718,0.246025,0.331599,0.2731,8.3928,0.217362,0.012063,60586970,234,0,-9.0459,0.021368,0.011985,0.353718,0.36707,0.016351,-0.711216,0.735186,0.321504,0.385932,0,0.043,1.01494456,0.98406243,0.52564103,0.52160317,0.353718,-0.27695542,1.314954,0.00102547,0.084778,-0.78609993,0.23218909,1.147922,1.481987,0.509076,0.01564579,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=50.91%","high_beta;non_normal;heavy_tails;no_dividend","2026-02-13"
"GOOGL","Google","2026-02-13","2025-03-11",234,305.72,0.00266051,0.01938662,0.307753,0.18672,0.222012,0.4616,6.5834,0.151618,0.955736,40237005,234,1e-06,-5.8868,0.017094,0.670449,0.307753,0.31937,0.014226,0.041226,1.299671,0.279725,0.335781,0.004,0.039,1.01563363,0.98714945,0.55128205,0.45713786,0.307753,0.45576005,0.977039,0.00100969,0.083474,-0.04555445,0.95707456,0.812575,1.141503,0.371274,0.01540518,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=37.13%","non_normal;heavy_tails","2026-02-13"
"META","Meta","2026-02-13","2025-03-11",234,639.77,0.00023379,0.02495377,0.396129,0.261702,0.501829,0.621,11.0095,0.25424,0.060715,18850725,234,0,-12.0443,0.025641,0.058916,0.396129,0.411082,0.018311,-0.750998,0.868829,0.360052,0.432205,0.003,0.04,1.01739419,0.98453963,0.48717949,0.47576416,0.396129,-0.24998176,1.405779,0.00120008,0.099214,-0.84582405,0.34586053,1.210304,1.601255,0.463913,0.01830998,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.39%","high_beta;non_normal;heavy_tails","2026-02-13"
"MSFT","Microsoft","2026-02-13","2025-03-11",234,401.32,0.00022822,0.01669068,0.264956,0.187397,0.494385,-0.0969,14.6872,0.273765,0.059227,46034685,234,0,-13.1332,0.017094,0.057512,0.264956,0.274958,0.012248,-0.48421,0.599234,0.240826,0.289087,0.007,0.036,1.0103096,0.98896482,0.53418803,0.52499148,0.264956,-0.13157891,0.860547,0.00085724,0.07087,-0.55719994,0.29404211,0.720915,1.000178,0.388575,0.01307915,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=38.86%","non_normal;heavy_tails","2026-02-13"
"NVDA","NVIDIA","2026-02-13","2025-03-11",234,182.81,0.00221925,0.02640881,0.419227,0.265387,0.430148,0.8396,9.9798,0.224871,0.749824,175302415,234,0,-8.2726,0.008547,0.55925,0.419227,0.435052,0.019379,-0.297889,1.416389,0.381047,0.457407,3e-04,0.0427,1.02037735,0.98284279,0.52564103,0.46165078,0.419227,0.19089371,1.676375,0.00111205,0.091936,-0.36124,0.74302742,1.495239,1.857511,0.589006,0.01696683,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=58.90%","high_beta;non_normal;high_vol;heavy_tails","2026-02-13"
"TSLA","Tesla","2026-02-13","2025-03-11",234,417.44,0.00253651,0.03709325,0.588837,0.386033,0.406378,0.3428,7.2972,0.230027,0.895539,62077195,234,1e-06,-5.8463,0.012821,0.6392,0.588837,0.611065,0.027219,-0.564719,1.843119,0.53521,0.642464,0,0.043,1.02880738,0.9743973,0.52991453,0.47368703,0.588837,0.18789405,2.053875,0.00180992,0.14963,-0.71073201,1.08652011,1.759067,2.348683,0.44816,0.02761439,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=44.82%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-02-13"
"AAPL","Apple","2026-02-17","2025-03-11",235,263.88,0.00075769,0.02026288,0.321663,0.214736,0.344988,0.7776,15.342,0.22989,0.208774,59098080,235,0,-13.7045,0.012766,0.190937,0.321663,0.333095,0.014837,-0.465311,0.847184,0.292432,0.350895,0.004,0.039,1.01269654,0.987631,0.53191489,0.50027445,0.321663,-0.09030619,1.275318,0.00086423,0.071598,-0.51938744,0.33877507,1.134256,1.41638,0.576576,0.01321353,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.66%","non_normal;heavy_tails","2026-02-17"
"AMZN","Amazon","2026-02-17","2025-03-11",235,201.15,9.758e-05,0.02224768,0.353171,0.245501,0.336814,0.2671,8.4069,0.217362,0.024719,61786515,235,0,-9.0827,0.021277,0.024589,0.353171,0.365722,0.016291,-0.69594,0.745118,0.321076,0.385266,0,0.043,1.01491978,0.98406243,0.52765957,0.52202205,0.353171,-0.26544594,1.315188,0.00102215,0.084681,-0.77293466,0.24204279,1.148349,1.482026,0.50866,0.01562808,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=50.87%","high_beta;non_normal;heavy_tails;no_dividend","2026-02-17"
"GOOGL","Google","2026-02-17","2025-03-11",235,302.02,0.00259737,0.01936934,0.307479,0.186748,0.223354,0.4687,6.5864,0.151618,0.915498,40182305,235,1e-06,-5.9024,0.017021,0.654538,0.307479,0.318406,0.014183,0.027229,1.281847,0.279536,0.335421,0.004,0.039,1.01563363,0.98715651,0.54893617,0.45700335,0.307479,0.43914852,0.976702,0.00100761,0.083476,-0.06111898,0.93941602,0.812237,1.141166,0.370097,0.0154057,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=37.01%","non_normal;heavy_tails","2026-02-17"
"META","Meta","2026-02-17","2025-03-11",235,639.29,0.0002296,0.02490048,0.395283,0.261146,0.501821,0.6229,11.0572,0.25424,0.05914,18633835,235,0,-12.116,0.025532,0.05786,0.395283,0.409331,0.018233,-0.748584,0.864304,0.359361,0.431205,0.003,0.04,1.01739419,0.9846612,0.48510638,0.47381714,0.395283,-0.25214355,1.405736,0.00119502,0.099003,-0.84545944,0.34117235,1.210681,1.60079,0.463889,0.01827112,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.39%","high_beta;non_normal;heavy_tails","2026-02-17"
"MSFT","Microsoft","2026-02-17","2025-03-11",235,396.86,0.0001797,0.01667159,0.264653,0.187355,0.492033,-0.0895,14.6916,0.273765,0.045994,45926290,235,0,-13.1355,0.017021,0.045284,0.264653,0.274059,0.012208,-0.494654,0.585221,0.240603,0.288704,0.007,0.036,1.0103096,0.98896411,0.53191489,0.5250073,0.264653,-0.14443328,0.860286,0.00085515,0.070846,-0.56900863,0.28014207,0.720705,0.999867,0.387573,0.01307477,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=38.76%","non_normal;heavy_tails","2026-02-17"
"NVDA","NVIDIA","2026-02-17","2025-03-11",235,184.97,0.00225979,0.02635965,0.418446,0.264822,0.432342,0.8363,10.0066,0.224871,0.760325,174017900,235,0,-8.319,0.008511,0.569466,0.418446,0.433317,0.019301,-0.284236,1.423168,0.38042,0.456473,3e-04,0.0427,1.02030831,0.98284279,0.52765957,0.46250157,0.418446,0.1997398,1.676554,0.0011079,0.091785,-0.35031973,0.74979934,1.49572,1.857388,0.588814,0.01693905,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=58.88%","high_beta;non_normal;high_vol;heavy_tails","2026-02-17"
"TSLA","Tesla","2026-02-17","2025-03-11",235,410.63,0.00245572,0.03703462,0.587906,0.385588,0.409396,0.3489,7.3156,0.230027,0.848788,62050105,235,1e-06,-5.8819,0.012766,0.618842,0.587906,0.6088,0.027118,-0.580587,1.818271,0.53448,0.641333,0,0.043,1.02880738,0.97448099,0.52765957,0.4728763,0.587906,0.16600353,2.053431,0.00180437,0.149484,-0.72984697,1.06185402,1.758918,2.347945,0.447473,0.02758765,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=44.75%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-02-17"
"AAPL","Apple","2026-02-18","2025-03-11",236,264.35,0.00076202,0.02021983,0.32098,0.214281,0.316505,0.7786,15.4069,0.22989,0.210392,56794870,236,0,-13.7822,0.012712,0.192028,0.32098,0.331682,0.014774,-0.461422,0.845478,0.291873,0.350087,0.004,0.039,1.01260991,0.987631,0.53389831,0.50200948,0.32098,-0.09474989,1.2748,0.00086084,0.071443,-0.52214097,0.3326412,1.134047,1.415553,0.576392,0.0131882,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.64%","non_normal;heavy_tails","2026-02-18"
"AMZN","Amazon","2026-02-18","2025-03-11",236,204.79,0.00017316,0.02223064,0.3529,0.24498,0.334797,0.2586,8.3951,0.217362,0.044344,61949785,236,0,-9.0834,0.021186,0.043635,0.3529,0.364667,0.016244,-0.674799,0.762069,0.320899,0.384902,0,0.043,1.01494519,0.98406243,0.52966102,0.52159254,0.3529,-0.25256579,1.316689,0.00101929,0.084592,-0.75861948,0.2534879,1.15003,1.483348,0.508687,0.01561553,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=50.87%","high_beta;non_normal;heavy_tails;no_dividend","2026-02-18"
"GOOGL","Google","2026-02-18","2025-03-11",236,303.33,0.00260471,0.01932842,0.306829,0.186352,0.212102,0.4685,6.6135,0.151618,0.920689,39838360,236,1e-06,-5.9601,0.016949,0.656386,0.306829,0.31706,0.014123,0.031744,1.281028,0.279005,0.334653,0.004,0.039,1.01554674,0.98715651,0.55084746,0.4584021,0.306829,0.43673185,0.97642,0.00100349,0.083281,-0.06147813,0.93494182,0.812344,1.140496,0.370058,0.0153735,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=37.01%","non_normal;heavy_tails","2026-02-18"
"META","Meta","2026-02-18","2025-03-11",236,643.22,0.0002546,0.02485041,0.394488,0.260592,0.491031,0.6211,11.0968,0.25424,0.065876,18607815,236,0,-12.1711,0.025424,0.064159,0.394488,0.407641,0.018158,-0.738939,0.867257,0.358715,0.430261,0.003,0.04,1.01729639,0.9846612,0.48728814,0.47523703,0.394488,-0.25207563,1.405743,0.00119008,0.098766,-0.84292265,0.33877138,1.211159,1.600327,0.464017,0.01823204,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.40%","high_beta;non_normal;heavy_tails","2026-02-18"
"MSFT","Microsoft","2026-02-18","2025-03-11",236,399.6,0.00020809,0.01664179,0.26418,0.186958,0.494281,-0.0944,14.7351,0.273765,0.053526,45780960,236,0,-13.188,0.016949,0.052439,0.26418,0.272989,0.01216,-0.485379,0.590257,0.240224,0.288137,0.007,0.036,1.01028258,0.98896411,0.53389831,0.52567288,0.26418,-0.14117576,0.860666,0.00085172,0.070685,-0.56403614,0.28168463,0.721405,0.999927,0.387844,0.0130484,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=38.78%","non_normal;heavy_tails","2026-02-18"
"NVDA","NVIDIA","2026-02-18","2025-03-11",236,187.98,0.00231861,0.02631902,0.417802,0.26426,0.402287,0.8306,10.0187,0.224871,0.787814,171088090,236,0,-8.3507,0.008475,0.58429,0.417802,0.431732,0.019231,-0.26627,1.434849,0.379915,0.455688,3e-04,0.0427,1.02027602,0.98284279,0.52966102,0.46290044,0.417802,0.20694484,1.677394,0.00110371,0.091598,-0.34102126,0.75491094,1.496932,1.857856,0.589005,0.01690884,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=58.90%","high_beta;non_normal;high_vol;heavy_tails","2026-02-18"
"TSLA","Tesla","2026-02-18","2025-03-11",236,411.32,0.00245243,0.03695577,0.586655,0.38477,0.382079,0.35,7.3471,0.230027,0.848781,61186810,236,1e-06,-5.9429,0.012712,0.618013,0.586655,0.606215,0.027003,-0.576298,1.812323,0.533456,0.639854,0,0.043,1.02859036,0.97448099,0.52966102,0.47477286,0.586655,0.15632835,2.052304,0.00179734,0.149163,-0.73601077,1.04866748,1.758429,2.346178,0.447206,0.02753532,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=44.72%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-02-18"
"AAPL","Apple","2026-02-19","2025-03-11",237,260.58,0.00069819,0.02020085,0.320679,0.214341,0.322746,0.7852,15.4108,0.22989,0.191465,55605050,237,0,-13.7702,0.012658,0.175944,0.320679,0.330671,0.014729,-0.4755,0.827388,0.291661,0.349696,0.004,0.039,1.01260991,0.98761395,0.53164557,0.50234914,0.320679,-0.10628625,1.275896,0.00085831,0.071376,-0.53240928,0.31983678,1.135278,1.416514,0.576228,0.01317826,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.62%","non_normal;heavy_tails","2026-02-19"
"AMZN","Amazon","2026-02-19","2025-03-11",237,204.86,0.00017387,0.02218349,0.352152,0.244463,0.334524,0.259,8.431,0.217362,0.044591,61369460,237,0,-9.1534,0.021097,0.043815,0.352152,0.363125,0.016175,-0.671566,0.759195,0.320286,0.384018,0,0.043,1.01482929,0.98406243,0.53164557,0.5235574,0.352152,-0.24732935,1.316191,0.00101509,0.084413,-0.75128908,0.25663037,1.149887,1.482495,0.508488,0.01558543,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=50.85%","high_beta;non_normal;heavy_tails;no_dividend","2026-02-19"
"GOOGL","Google","2026-02-19","2025-03-11",237,302.85,0.00258704,0.01928934,0.306209,0.185966,0.194774,0.4721,6.6408,0.151618,0.913847,39360750,237,1e-06,-6.0204,0.016878,0.651933,0.306209,0.31575,0.014065,0.029884,1.273982,0.278501,0.333917,0.004,0.039,1.01554674,0.98726175,0.54852321,0.45638689,0.306209,0.43593017,0.976496,0.00099916,0.083089,-0.06012016,0.9319805,0.812803,1.14019,0.370177,0.01534083,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=37.02%","non_normal;heavy_tails","2026-02-19"
"META","Meta","2026-02-19","2025-03-11",237,644.78,0.00026375,0.02479811,0.393658,0.260042,0.489183,0.6213,11.1426,0.25424,0.068416,18384865,237,0,-12.239,0.025316,0.066464,0.393658,0.405924,0.018081,-0.733234,0.866162,0.358036,0.429279,0.003,0.04,1.01716819,0.9846612,0.48945148,0.47711123,0.393658,-0.24432602,1.405007,0.00118532,0.09857,-0.83280055,0.34414851,1.210814,1.5992,0.463685,0.01819913,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.37%","high_beta;non_normal;heavy_tails","2026-02-19"
"MSFT","Microsoft","2026-02-19","2025-03-11",237,398.46,0.00019516,0.01660769,0.263639,0.186586,0.490405,-0.0923,14.7936,0.273765,0.050186,45293635,237,0,-13.2486,0.016878,0.04918,0.263639,0.271854,0.012109,-0.486391,0.58475,0.239783,0.287495,0.007,0.036,1.01028258,0.98903783,0.53164557,0.52402694,0.263639,-0.14120167,0.860668,0.00084804,0.070522,-0.56222698,0.27982364,0.721732,0.999604,0.387932,0.01302061,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=38.79%","non_normal;heavy_tails","2026-02-19"
"NVDA","NVIDIA","2026-02-19","2025-03-11",237,187.9,0.00230703,0.02626381,0.416925,0.263702,0.390103,0.8336,10.0621,0.224871,0.784002,167396765,237,0,-8.415,0.008439,0.581372,0.416925,0.429916,0.01915,-0.265592,1.428336,0.379198,0.454652,3e-04,0.0427,1.02027602,0.98299218,0.52742616,0.46074839,0.416925,0.21040182,1.677065,0.00109902,0.091393,-0.3352274,0.75603104,1.497011,1.85712,0.588962,0.0168741,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=58.90%","high_beta;non_normal;high_vol;heavy_tails","2026-02-19"
"TSLA","Tesla","2026-02-19","2025-03-11",237,411.71,0.00244608,0.03687752,0.585413,0.383957,0.36591,0.3512,7.3786,0.230027,0.847343,60331590,237,1e-06,-6.0057,0.012658,0.616413,0.585413,0.603654,0.026889,-0.572826,1.805651,0.53244,0.638385,0,0.043,1.02837098,0.97448099,0.53164557,0.47670563,0.585413,0.16257047,2.051711,0.00178974,0.148832,-0.7259785,1.05111945,1.758495,2.344926,0.447107,0.02747922,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=44.71%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-02-19"
"AAPL","Apple","2026-02-20","2025-03-11",238,264.58,0.00075927,0.0201802,0.320351,0.21389,0.325879,0.7768,15.4006,0.22989,0.210168,55723160,238,0,-13.7622,0.012605,0.191335,0.320351,0.329638,0.014683,-0.45806,0.84073,0.291424,0.349277,0.004,0.039,1.01263149,0.98761395,0.53361345,0.50191585,0.320351,-0.09971633,1.277089,0.00085527,0.071219,-0.52432108,0.32488841,1.136783,1.417395,0.576721,0.013157,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.67%","non_normal;heavy_tails","2026-02-20"
"AMZN","Amazon","2026-02-20","2025-03-11",238,210.11,0.00027946,0.02219649,0.352358,0.243949,0.346456,0.2494,8.3779,0.217362,0.072735,63067875,238,0,-9.0901,0.021008,0.070423,0.352358,0.362574,0.01615,-0.643856,0.784702,0.320542,0.384175,0,0.043,1.01491432,0.98406243,0.53361345,0.52211455,0.352358,-0.23024632,1.319293,0.00101347,0.084392,-0.73338802,0.27289537,1.153036,1.485551,0.508731,0.01559058,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=50.87%","high_beta;non_normal;heavy_tails;no_dividend","2026-02-20"
"GOOGL","Google","2026-02-20","2025-03-11",238,314.98,0.00274117,0.01939493,0.307885,0.185575,0.246219,0.4671,6.5086,0.151618,0.991117,40708610,238,1e-06,-5.8311,0.016807,0.690775,0.307885,0.316811,0.014112,0.06665,1.314901,0.280084,0.335686,0.004,0.039,1.01573381,0.98726175,0.55042017,0.4533883,0.307885,0.46694622,0.982129,0.00100341,0.083554,-0.03120224,0.96509468,0.817521,1.146737,0.369262,0.01543586,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=36.93%","non_normal;heavy_tails","2026-02-20"
"META","Meta","2026-02-20","2025-03-11",238,655.66,0.00033295,0.02476875,0.393192,0.259495,0.452174,0.6137,11.1424,0.25424,0.087248,18024305,238,0,-12.2412,0.02521,0.083902,0.393192,0.404591,0.018022,-0.713152,0.880956,0.357688,0.428695,0.003,0.04,1.01716568,0.9846612,0.49159664,0.47714815,0.393192,-0.23662062,1.406406,0.00118096,0.098339,-0.82291532,0.34967408,1.212671,1.600141,0.464288,0.0181672,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.43%","high_beta;non_normal;heavy_tails","2026-02-20"
"MSFT","Microsoft","2026-02-20","2025-03-11",238,397.23,0.00018135,0.01657399,0.263104,0.186221,0.484163,-0.09,14.8513,0.273765,0.046616,45726925,238,0,-13.3085,0.016807,0.0457,0.263104,0.270732,0.012059,-0.487648,0.579047,0.239347,0.286861,0.007,0.036,1.01028258,0.98910815,0.52941176,0.52244634,0.263104,-0.15008096,0.859056,0.00084541,0.070398,-0.56979185,0.26962993,0.720367,0.997745,0.386868,0.01300535,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=38.69%","non_normal;heavy_tails","2026-02-20"
"NVDA","NVIDIA","2026-02-20","2025-03-11",238,189.82,0.00234005,0.02621329,0.416123,0.263148,0.390618,0.8313,10.0931,0.224871,0.800237,169336050,238,0,-8.469,0.012605,0.589693,0.416123,0.428187,0.019073,-0.253846,1.433232,0.378549,0.453697,3e-04,0.0427,1.0201962,0.98299218,0.52941176,0.46173695,0.416123,0.20760268,1.676557,0.00109464,0.091151,-0.33583665,0.751042,1.496983,1.856131,0.589071,0.01683926,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=58.91%","high_beta;non_normal;high_vol;heavy_tails","2026-02-20"
"TSLA","Tesla","2026-02-20","2025-03-11",238,411.82,0.00243693,0.03679991,0.584181,0.38315,0.329137,0.3527,7.4102,0.230027,0.844589,59649865,238,1e-06,-6.0695,0.012605,0.614105,0.584181,0.601117,0.026776,-0.570109,1.79832,0.531431,0.63693,0,0.043,1.02814969,0.97448099,0.53361345,0.47867121,0.584181,0.14715451,2.048911,0.00178365,0.148525,-0.73834837,1.03265739,1.756306,2.341516,0.446403,0.0274386,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=44.64%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-02-20"
"AAPL","Apple","2026-02-23","2025-03-11",239,266.18,0.00078132,0.02014064,0.319723,0.213442,0.325596,0.7749,15.4537,0.22989,0.215832,55504120,239,0,-13.8275,0.012552,0.196891,0.319723,0.328303,0.014624,-0.449859,0.843642,0.290914,0.348531,0.004,0.039,1.01258005,0.98761395,0.53556485,0.50294997,0.319723,-0.07775062,1.270747,0.00085537,0.071267,-0.5023958,0.34689457,1.130349,1.411146,0.572921,0.0131899,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.29%","non_normal;heavy_tails","2026-02-23"
"AMZN","Amazon","2026-02-23","2025-03-11",239,205.27,0.00018078,0.02220229,0.35245,0.244611,0.337865,0.2564,8.3439,0.217362,0.046256,64058025,239,0,-9.0313,0.020921,0.045556,0.35245,0.361909,0.016121,-0.667398,0.75851,0.320693,0.384208,0,0.043,1.01491432,0.98399906,0.53138075,0.52309419,0.35245,-0.24019914,1.322167,0.0010096,0.084118,-0.74141273,0.26101444,1.156453,1.487881,0.510388,0.01556819,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=51.04%","high_beta;non_normal;heavy_tails;no_dividend","2026-02-23"
"GOOGL","Google","2026-02-23","2025-03-11",239,311.49,0.00268308,0.01937496,0.307568,0.185539,0.247436,0.474,6.5149,0.151618,0.956417,40915760,239,1e-06,-5.8572,0.016736,0.676137,0.307568,0.315822,0.014068,0.053973,1.298301,0.279855,0.335281,0.004,0.039,1.01573381,0.98727711,0.54811715,0.45309339,0.307568,0.46366859,0.983075,0.00099898,0.083233,-0.03227223,0.95960942,0.819104,1.147046,0.370523,0.01540441,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=37.05%","non_normal;heavy_tails","2026-02-23"
"META","Meta","2026-02-23","2025-03-11",239,637.25,0.00021239,0.02478683,0.393479,0.260598,0.459063,0.6178,11.083,0.25424,0.054561,17314715,239,0,-12.1799,0.025105,0.053522,0.393479,0.404038,0.017997,-0.742426,0.84947,0.358024,0.428933,0.003,0.04,1.01716568,0.98455677,0.48953975,0.47882249,0.393479,-0.25135945,1.410662,0.00117695,0.098061,-0.83565034,0.33293144,1.21748,1.603843,0.466151,0.01814865,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.62%","high_beta;non_normal;heavy_tails","2026-02-23"
"MSFT","Microsoft","2026-02-23","2025-03-11",239,384.47,4.398e-05,0.01667492,0.264706,0.188831,0.470058,-0.0954,14.4937,0.290737,0.011061,45988830,239,0,-13.1521,0.016736,0.011083,0.264706,0.27181,0.012107,-0.524378,0.546543,0.240855,0.288557,0.007,0.036,1.01028258,0.98892027,0.52719665,0.52664642,0.264706,-0.17621249,0.8666,0.00084725,0.070591,-0.5968266,0.24440162,0.727534,1.005666,0.388717,0.01306469,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=38.87%","non_normal;heavy_tails","2026-02-23"
"NVDA","NVIDIA","2026-02-23","2025-03-11",239,191.55,0.00236822,0.02616179,0.415305,0.262597,0.388333,0.8296,10.1267,0.224871,0.80825,170777885,239,0,-8.5269,0.012552,0.596792,0.415305,0.426451,0.018996,-0.243308,1.436892,0.377884,0.452727,3e-04,0.0427,1.02010894,0.98299218,0.53138075,0.4628225,0.415305,0.23623032,1.668292,0.00109495,0.091229,-0.30735289,0.77981353,1.488569,1.848014,0.585238,0.01688423,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=58.52%","high_beta;non_normal;high_vol;heavy_tails","2026-02-23"
"TSLA","Tesla","2026-02-23","2025-03-11",239,399.83,0.0023031,0.03678075,0.583876,0.383549,0.340602,0.3599,7.4021,0.230027,0.779035,60295295,239,1e-06,-6.0571,0.016736,0.580382,0.583876,0.599546,0.026706,-0.600712,1.761476,0.531266,0.636486,0,0.043,1.02814969,0.97444888,0.53138075,0.47898288,0.583876,0.1369195,2.051866,0.00177606,0.147977,-0.74479691,1.0186359,1.760348,2.343384,0.447899,0.02738698,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=44.79%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-02-23"
"AAPL","Apple","2026-02-24","2025-03-11",240,272.14,0.00087033,0.02014571,0.319803,0.212997,0.319029,0.7629,15.3654,0.22989,0.243561,55056390,240,0,-13.7673,0.0125,0.219322,0.319803,0.327701,0.014597,-0.426229,0.864873,0.291048,0.348558,0.004,0.039,1.01265611,0.98761395,0.5375,0.5014225,0.319803,-0.06438606,1.273204,0.00085374,0.071226,-0.48821136,0.35943923,1.13289,1.413517,0.573122,0.01319,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.31%","non_normal;heavy_tails","2026-02-24"
"AMZN","Amazon","2026-02-24","2025-03-11",240,208.56,0.00024628,0.02217901,0.352081,0.244101,0.347836,0.2488,8.3422,0.217362,0.063624,64473610,240,0,-9.0506,0.020833,0.062062,0.352081,0.360776,0.01607,-0.648644,0.772768,0.320424,0.383738,0,0.043,1.01492301,0.98399906,0.53333333,0.52294706,0.352081,-0.23285762,1.323516,0.00100601,0.08393,-0.7322765,0.26656126,1.158176,1.488856,0.510965,0.01554257,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=51.10%","high_beta;non_normal;heavy_tails;no_dividend","2026-02-24"
"GOOGL","Google","2026-02-24","2025-03-11",240,310.9,0.002664,0.01933664,0.30696,0.185162,0.237445,0.4778,6.5412,0.151618,0.94881,40894435,240,1e-06,-5.9197,0.016667,0.671329,0.30696,0.31454,0.014011,0.051704,1.290954,0.279359,0.33456,0.004,0.039,1.01573381,0.98737645,0.54583333,0.45117737,0.30696,0.45271877,0.981062,0.00099601,0.083095,-0.0417342,0.94717174,0.817367,1.144758,0.369358,0.01538803,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=36.94%","non_normal;heavy_tails","2026-02-24"
